ABSENCE [('Ost-Berlin', 0.24294942617416382), ('sowjetischen_Streitkraefte', 0.24120886623859406), ('Kriegszeiten', 0.23022602498531342), ('Otto_Grotewohl', 0.22882062196731567), ('DDR-', 0.2279011607170105), ('Frankfurter_Westend', 0.2263510525226593), ('DDR-Regimes', 0.22561179101467133), ('Rabat', 0.22538001835346222), ('DDR-Buerger', 0.224553644657135), ('DDR', 0.22431010007858276)] Abwesenheit 0
FAWN [('Regierungszeit_Kaiser', 0.2447204738855362), ('cohors', 0.23616556823253632), ('Veji', 0.23141741752624512), ('Dreissig_Tyrannen', 0.2302115559577942), ('Hohepriester_Amun', 0.22392642498016357), ('equitata', 0.2236136943101883), ('Ehren-', 0.21949385106563568), ('willkommenen_Anlass', 0.21842986345291138), ('Gianni_Versace', 0.21669475734233856), ('spaetantike', 0.21614603698253632)] beige 0
FAWN [('Regierungszeit_Kaiser', 0.2447204738855362), ('cohors', 0.23616556823253632), ('Veji', 0.23141741752624512), ('Dreissig_Tyrannen', 0.2302115559577942), ('Hohepriester_Amun', 0.22392642498016357), ('equitata', 0.2236136943101883), ('Ehren-', 0.21949385106563568), ('willkommenen_Anlass', 0.21842986345291138), ('Gianni_Versace', 0.21669475734233856), ('spaetantike', 0.21614603698253632)] Rehkitz 0
FAWN [('Regierungszeit_Kaiser', 0.2447204738855362), ('cohors', 0.23616556823253632), ('Veji', 0.23141741752624512), ('Dreissig_Tyrannen', 0.2302115559577942), ('Hohepriester_Amun', 0.22392642498016357), ('equitata', 0.2236136943101883), ('Ehren-', 0.21949385106563568), ('willkommenen_Anlass', 0.21842986345291138), ('Gianni_Versace', 0.21669475734233856), ('spaetantike', 0.21614603698253632)] Kitz 0
FAWN [('Regierungszeit_Kaiser', 0.2447204738855362), ('cohors', 0.23616556823253632), ('Veji', 0.23141741752624512), ('Dreissig_Tyrannen', 0.2302115559577942), ('Hohepriester_Amun', 0.22392642498016357), ('equitata', 0.2236136943101883), ('Ehren-', 0.21949385106563568), ('willkommenen_Anlass', 0.21842986345291138), ('Gianni_Versace', 0.21669475734233856), ('spaetantike', 0.21614603698253632)] Kalb 0
FAWN [('Regierungszeit_Kaiser', 0.2447204738855362), ('cohors', 0.23616556823253632), ('Veji', 0.23141741752624512), ('Dreissig_Tyrannen', 0.2302115559577942), ('Hohepriester_Amun', 0.22392642498016357), ('equitata', 0.2236136943101883), ('Ehren-', 0.21949385106563568), ('willkommenen_Anlass', 0.21842986345291138), ('Gianni_Versace', 0.21669475734233856), ('spaetantike', 0.21614603698253632)] schmeicheln 0
FEMALE [('Provinz_Germania', 0.23957756161689758), ('Civitas', 0.23048439621925354), ('Hundertjaehrigen_Krieges', 0.2134394347667694), ('merowingischen', 0.2131320983171463), ('Aquae', 0.20668350160121918), ('Parthenope', 0.20648382604122162), ('Punischen_Krieges', 0.20640356838703156), ('Inflation_Weltwirtschaftskrise', 0.20633292198181152), ('Catos', 0.2053518295288086), ('Pfalzkapelle', 0.2051197588443756)] Weiblich 0
FEMALE [('Provinz_Germania', 0.23957756161689758), ('Civitas', 0.23048439621925354), ('Hundertjaehrigen_Krieges', 0.2134394347667694), ('merowingischen', 0.2131320983171463), ('Aquae', 0.20668350160121918), ('Parthenope', 0.20648382604122162), ('Punischen_Krieges', 0.20640356838703156), ('Inflation_Weltwirtschaftskrise', 0.20633292198181152), ('Catos', 0.2053518295288086), ('Pfalzkapelle', 0.2051197588443756)] Weib 0
FEMALE [('Provinz_Germania', 0.23957756161689758), ('Civitas', 0.23048439621925354), ('Hundertjaehrigen_Krieges', 0.2134394347667694), ('merowingischen', 0.2131320983171463), ('Aquae', 0.20668350160121918), ('Parthenope', 0.20648382604122162), ('Punischen_Krieges', 0.20640356838703156), ('Inflation_Weltwirtschaftskrise', 0.20633292198181152), ('Catos', 0.2053518295288086), ('Pfalzkapelle', 0.2051197588443756)] Weibchen 0
Filly [('Fuerstbistum_Basel', 0.24040724337100983), ('Boreas', 0.20943191647529602), ('Aeneis', 0.20862464606761932), ('Chronik_berichtet', 0.20775079727172852), ('Deutsche_uebersetzen', 0.2064412385225296), ('Aigeus', 0.20564433932304382), ('KUB', 0.20127013325691223), ('Herkunft_Wortes', 0.20016229152679443), ('herleitete', 0.19991560280323029), ('Bern_Solothurn', 0.19894394278526306)] Stutfohlen 0
firebug [('weitergaben', 0.24528171122074127), ('Strecken', 0.22798842191696167), ('Dies_betreffe', 0.22759875655174255), ('Ampullen', 0.22576302289962769), ('Grundlage_hierfuer', 0.22459650039672852), ('ausgetueftelt', 0.22431880235671997), ('Packungsgroessen', 0.21897634863853455), ('mittelstaendischen', 0.21772897243499756), ('Route', 0.21698281168937683), ('Eingehende', 0.21589718759059906)] Feuerteufel 0
Fish [('Automarke', 0.20392516255378723), ('BK', 0.19893629848957062), ('Feinstaub', 0.19377973675727844), ('Fahrspur', 0.19119574129581451), ('elektrisch_angetriebene', 0.18400180339813232), ('Sandefjord', 0.18367353081703186), ('Ål', 0.18361079692840576), ('TDI', 0.18292228877544403), ('R6', 0.1828904002904892), ('Corvette_C6', 0.18183644115924835)] Fisch 0
Fish [('Automarke', 0.20392516255378723), ('BK', 0.19893629848957062), ('Feinstaub', 0.19377973675727844), ('Fahrspur', 0.19119574129581451), ('elektrisch_angetriebene', 0.18400180339813232), ('Sandefjord', 0.18367353081703186), ('Ål', 0.18361079692840576), ('TDI', 0.18292228877544403), ('R6', 0.1828904002904892), ('Corvette_C6', 0.18183644115924835)] Fischzug 0
Fish [('Automarke', 0.20392516255378723), ('BK', 0.19893629848957062), ('Feinstaub', 0.19377973675727844), ('Fahrspur', 0.19119574129581451), ('elektrisch_angetriebene', 0.18400180339813232), ('Sandefjord', 0.18367353081703186), ('Ål', 0.18361079692840576), ('TDI', 0.18292228877544403), ('R6', 0.1828904002904892), ('Corvette_C6', 0.18183644115924835)] Fisch 0
Fish [('Automarke', 0.20392516255378723), ('BK', 0.19893629848957062), ('Feinstaub', 0.19377973675727844), ('Fahrspur', 0.19119574129581451), ('elektrisch_angetriebene', 0.18400180339813232), ('Sandefjord', 0.18367353081703186), ('Ål', 0.18361079692840576), ('TDI', 0.18292228877544403), ('R6', 0.1828904002904892), ('Corvette_C6', 0.18183644115924835)] fischen 0
Fish [('Automarke', 0.20392516255378723), ('BK', 0.19893629848957062), ('Feinstaub', 0.19377973675727844), ('Fahrspur', 0.19119574129581451), ('elektrisch_angetriebene', 0.18400180339813232), ('Sandefjord', 0.18367353081703186), ('Ål', 0.18361079692840576), ('TDI', 0.18292228877544403), ('R6', 0.1828904002904892), ('Corvette_C6', 0.18183644115924835)] angeln 0
FLEA [('Bastet', 0.25372910499572754), ('Venetia', 0.25225502252578735), ('Erec', 0.24866986274719238), ('Aristokrat', 0.24603188037872314), ('literarisches_Vorbild', 0.2387673407793045), ('Diotima', 0.23515300452709198), ('Caracallas', 0.2334817498922348), ('Prinzessin', 0.2269960343837738), ('Hermione', 0.22608566284179688), ('Artus', 0.22479696571826935)] floh 0
Fledgling [('abzusenken', 0.25857383012771606), ('vorkommt', 0.24643875658512115), ('Minuten_Fahrzeit', 0.24385373294353485), ('unbefestigte_Landstrasse', 0.24352286756038666), ('Kilometer_nordoestlicher', 0.24332040548324585), ('Einzeldosen', 0.23889687657356262), ('vorzugaukeln', 0.23881079256534576), ('Maschen', 0.23804430663585663), ('4½_Stunden', 0.23723158240318298), ('Penislaenge', 0.23712298274040222)] Jungvogel 0
FLUKE [('Kirkman', 0.21687166392803192), ('Charles_de', 0.2104523777961731), ('zusammentrafen', 0.2059694081544876), ('Saxe', 0.2055969387292862), ('Gildas', 0.19668695330619812), ('Cartoonisten', 0.1902609020471573), ('Geburts-', 0.1879265308380127), ('Persico', 0.18687815964221954), ('Gegenstuecke', 0.18534860014915466), ('Studienfreund', 0.18530818819999695)] Fluke 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] clever 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] smart 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] smart 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] Blinker 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] Fliege 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] Fliege 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] fahren 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] fliegen 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] Fliehen 0
FLY [('National_Register', 0.23973126709461212), ('Places', 0.233394593000412), ('fuehrt_Bauwerke', 0.22741036117076874), ('Kultstaette', 0.22608423233032227), ('Places_aufgenommen', 0.22483707964420319), ('Kriegsgraeberstaette', 0.21929976344108582), ('Lehnwort', 0.21795471012592316), ('krummer', 0.2176293134689331), ('Stelenfeld', 0.21567127108573914), ('of_Historic', 0.2149495631456375)] fliegen 0
foal [('Ostlandes', 0.23264335095882416), ('extrazellulaeren', 0.2309127002954483), ('Mutterzelle', 0.22988399863243103), ('dynastisch', 0.22869588434696198), ('Waldere', 0.22648434340953827), ('Lysosomen', 0.22511130571365356), ('Symbionten', 0.22364939749240875), ('symbiotischen', 0.22314496338367462), ('Primarabtei_Morimond', 0.22274282574653625), ('waeren_demnach', 0.221939355134964)] Fohlen 0
frog [('48500', 0.22090163826942444), ('Kantons_Luzern', 0.21242819726467133), ('Franken', 0.2060946375131607), ('7,3_Millionen', 0.2055417001247406), ('70,3', 0.2053447663784027), ('45er', 0.20310638844966888), ('konstituierende_Sitzung', 0.20272326469421387), ('Bad_Ragaz', 0.20195817947387695), ('Belgiens', 0.2019551396369934), ('21,5_Millionen', 0.20119042694568634)] Frosch 0
frog [('48500', 0.22090163826942444), ('Kantons_Luzern', 0.21242819726467133), ('Franken', 0.2060946375131607), ('7,3_Millionen', 0.2055417001247406), ('70,3', 0.2053447663784027), ('45er', 0.20310638844966888), ('konstituierende_Sitzung', 0.20272326469421387), ('Bad_Ragaz', 0.20195817947387695), ('Belgiens', 0.2019551396369934), ('21,5_Millionen', 0.20119042694568634)] Frosch 0
frog [('48500', 0.22090163826942444), ('Kantons_Luzern', 0.21242819726467133), ('Franken', 0.2060946375131607), ('7,3_Millionen', 0.2055417001247406), ('70,3', 0.2053447663784027), ('45er', 0.20310638844966888), ('konstituierende_Sitzung', 0.20272326469421387), ('Bad_Ragaz', 0.20195817947387695), ('Belgiens', 0.2019551396369934), ('21,5_Millionen', 0.20119042694568634)] Strahl 0
Game [('SK_Rockaden', 0.24036869406700134), ('aufgrund_besseren', 0.24009421467781067), ('DDR-Bestenermittlung', 0.23608413338661194), ('tschechischer_Meister', 0.23401741683483124), ('Blatná', 0.23376430571079254), ('Russischer_Meister', 0.23366354405879974), ('Ål', 0.23306488990783691), ('Anton_Schipulin', 0.23296308517456055), ('Petter_Northug', 0.23196977376937866), ('Riesenslalom_Kombination', 0.2305237352848053)] Bereit 0
Game [('SK_Rockaden', 0.24036869406700134), ('aufgrund_besseren', 0.24009421467781067), ('DDR-Bestenermittlung', 0.23608413338661194), ('tschechischer_Meister', 0.23401741683483124), ('Blatná', 0.23376430571079254), ('Russischer_Meister', 0.23366354405879974), ('Ål', 0.23306488990783691), ('Anton_Schipulin', 0.23296308517456055), ('Petter_Northug', 0.23196977376937866), ('Riesenslalom_Kombination', 0.2305237352848053)] Dabei 0
Game [('SK_Rockaden', 0.24036869406700134), ('aufgrund_besseren', 0.24009421467781067), ('DDR-Bestenermittlung', 0.23608413338661194), ('tschechischer_Meister', 0.23401741683483124), ('Blatná', 0.23376430571079254), ('Russischer_Meister', 0.23366354405879974), ('Ål', 0.23306488990783691), ('Anton_Schipulin', 0.23296308517456055), ('Petter_Northug', 0.23196977376937866), ('Riesenslalom_Kombination', 0.2305237352848053)] Spiel 0
Game [('SK_Rockaden', 0.24036869406700134), ('aufgrund_besseren', 0.24009421467781067), ('DDR-Bestenermittlung', 0.23608413338661194), ('tschechischer_Meister', 0.23401741683483124), ('Blatná', 0.23376430571079254), ('Russischer_Meister', 0.23366354405879974), ('Ål', 0.23306488990783691), ('Anton_Schipulin', 0.23296308517456055), ('Petter_Northug', 0.23196977376937866), ('Riesenslalom_Kombination', 0.2305237352848053)] Spiel 0
Game [('SK_Rockaden', 0.24036869406700134), ('aufgrund_besseren', 0.24009421467781067), ('DDR-Bestenermittlung', 0.23608413338661194), ('tschechischer_Meister', 0.23401741683483124), ('Blatná', 0.23376430571079254), ('Russischer_Meister', 0.23366354405879974), ('Ål', 0.23306488990783691), ('Anton_Schipulin', 0.23296308517456055), ('Petter_Northug', 0.23196977376937866), ('Riesenslalom_Kombination', 0.2305237352848053)] wild 0
Game [('SK_Rockaden', 0.24036869406700134), ('aufgrund_besseren', 0.24009421467781067), ('DDR-Bestenermittlung', 0.23608413338661194), ('tschechischer_Meister', 0.23401741683483124), ('Blatná', 0.23376430571079254), ('Russischer_Meister', 0.23366354405879974), ('Ål', 0.23306488990783691), ('Anton_Schipulin', 0.23296308517456055), ('Petter_Northug', 0.23196977376937866), ('Riesenslalom_Kombination', 0.2305237352848053)] Zocken 0
gelding [('Einfuehrung_Introduction', 0.2244448959827423), ('Cluny', 0.1876552700996399), ('Artus', 0.18419793248176575), ('Praefekten', 0.1807534247636795), ('naechste', 0.1799820512533188), ('zuschicken', 0.1773185431957245), ('anklopft', 0.17627862095832825), ('Bischofsamt', 0.17500105500221252), ('Templer', 0.17428381741046906), ('Geldes', 0.17267191410064697)] Wallach 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] Riesig 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] gigantisch 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] Riese 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] Riese 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] Riesin 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] Gigant 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] Riese 0
Giant [('Randers', 0.2534469664096832), ('Redon', 0.23805519938468933), ('Hammarby_IF', 0.2346850335597992), ('Spielte', 0.232049360871315), ('Thouars', 0.22889234125614166), ('Martigues', 0.22859184443950653), ('Tarbes', 0.22826436161994934), ('RC_Lens', 0.22683538496494293), ('Villefranche-sur-Mer', 0.22654244303703308), ('Frauschaft', 0.22389009594917297)] Riesin 0
gnat [('Deckel_drauf', 0.2546735107898712), ('Scheisse', 0.24700197577476501), ('durchzuziehen', 0.2462720423936844), ('Schluss', 0.2430972158908844), ('Letztlich', 0.23801389336585999), ('leichten_Bogen', 0.23624365031719208), ('Letztendlich', 0.23413050174713135), ('Ich', 0.23108620941638947), ('esse', 0.23063988983631134), ('Yalcin', 0.22921457886695862)] Schnake 0
Grasshopper [('Entfall', 0.22981561720371246), ('erste_Fussballmannschaft', 0.22091741859912872), ('Sommerfahrplan', 0.22025512158870697), ('Zweitplazierten', 0.21808351576328278), ('unterlegene_Finalist', 0.21407055854797363), ('abermalige', 0.211297407746315), ('Fluggaesten', 0.20583730936050415), ('anhebt', 0.2049611657857895), ('Bestplatzierte', 0.2003595232963562), ('Fahrkarte', 0.19983941316604614)] Heuschrecke 0
greyhound [('Wanderschuhe', 0.24182534217834473), ('Saenfte', 0.24112215638160706), ('Serviette', 0.23865251243114471), ('Bodenarbeit', 0.2322211116552353), ('Anprobe', 0.22879672050476074), ('Ausreiten', 0.22734257578849792), ('Guillaume', 0.22597400844097137), ('Noël', 0.2250487059354782), ('Startnummer', 0.22470317780971527), ('Laufschuhe', 0.2172955721616745)] Windhund 0
GROUSE [('sowjetischen_Streitkraefte', 0.20875272154808044), ('Caracallas', 0.2066166251897812), ('aegyptisch', 0.20515631139278412), ('Alba_Longa', 0.20077767968177795), ('grosse_Summen', 0.19908539950847626), ('Teukros', 0.1988302320241928), ('boeotischen', 0.1973879337310791), ('Chosrau_II', 0.19665156304836273), ('behalten_durfte', 0.19333983957767487), ('Sesterzen', 0.1929166316986084)] Moorhuhn 0
GRUB [('4138', 0.2589704096317291), ('einziger_verbliebener', 0.2579241693019867), ('Garnisonstadt', 0.2514236569404602), ('Olympia-Medaille', 0.2476150244474411), ('Wody', 0.24515734612941742), ('762', 0.24342648684978485), ('Zweiten_Polnischen', 0.24225907027721405), ('1282', 0.24047544598579407), ('Riesa', 0.23990437388420105), ('Zeitpunkt_Zustandekommens', 0.2388865202665329)] Larve 0
GRUB [('4138', 0.2589704096317291), ('einziger_verbliebener', 0.2579241693019867), ('Garnisonstadt', 0.2514236569404602), ('Olympia-Medaille', 0.2476150244474411), ('Wody', 0.24515734612941742), ('762', 0.24342648684978485), ('Zweiten_Polnischen', 0.24225907027721405), ('1282', 0.24047544598579407), ('Riesa', 0.23990437388420105), ('Zeitpunkt_Zustandekommens', 0.2388865202665329)] Wurm 0
HAG [('Hochzeitsfeierlichkeiten', 0.2233165055513382), ('Aufenthalts', 0.21757492423057556), ('Nachmittages', 0.20415440201759338), ('Immobilienfinanzierung', 0.20338140428066254), ('Besuches', 0.20325259864330292), ('Aufenthaltes', 0.20162859559059143), ('Tages', 0.19998501241207123), ('Jalta', 0.19558987021446228), ('Empfaenge', 0.19531020522117615), ('Marrakesch', 0.19073842465877533)] Hexe 0
HAG [('Hochzeitsfeierlichkeiten', 0.2233165055513382), ('Aufenthalts', 0.21757492423057556), ('Nachmittages', 0.20415440201759338), ('Immobilienfinanzierung', 0.20338140428066254), ('Besuches', 0.20325259864330292), ('Aufenthaltes', 0.20162859559059143), ('Tages', 0.19998501241207123), ('Jalta', 0.19558987021446228), ('Empfaenge', 0.19531020522117615), ('Marrakesch', 0.19073842465877533)] Vettel 0
HAG [('Hochzeitsfeierlichkeiten', 0.2233165055513382), ('Aufenthalts', 0.21757492423057556), ('Nachmittages', 0.20415440201759338), ('Immobilienfinanzierung', 0.20338140428066254), ('Besuches', 0.20325259864330292), ('Aufenthaltes', 0.20162859559059143), ('Tages', 0.19998501241207123), ('Jalta', 0.19558987021446228), ('Empfaenge', 0.19531020522117615), ('Marrakesch', 0.19073842465877533)] Hexe 0
Harrier [('erfaehrt', 0.21755462884902954), ('erfuhr', 0.21324093639850616), ('IRI', 0.21145056188106537), ('2001–2005', 0.21013221144676208), ('Barts', 0.2090650051832199), ('Allelen', 0.20787766575813293), ('AAR', 0.2038862556219101), ('andeutet', 0.20203419029712677), ('75_%', 0.20060163736343384), ('Faszikel', 0.19971558451652527)] Weihe 0
hawk [('Schee', 0.2677156627178192), ('Kirchenfeld', 0.2665000259876251), ('Wagenhallen', 0.2660083770751953), ('Muehlenberg', 0.2642310559749603), ('statistische_Bezirke', 0.2626988887786865), ('Wodan', 0.260855495929718), ('Kuckenberg', 0.25714781880378723), ('gegabelt', 0.25680604577064514), ('Trasse_verlaeuft', 0.25356525182724), ('Farmsen', 0.2508513629436493)] Falke 0
hawk [('Schee', 0.2677156627178192), ('Kirchenfeld', 0.2665000259876251), ('Wagenhallen', 0.2660083770751953), ('Muehlenberg', 0.2642310559749603), ('statistische_Bezirke', 0.2626988887786865), ('Wodan', 0.260855495929718), ('Kuckenberg', 0.25714781880378723), ('gegabelt', 0.25680604577064514), ('Trasse_verlaeuft', 0.25356525182724), ('Farmsen', 0.2508513629436493)] Kriegstreiber 0
hawk [('Schee', 0.2677156627178192), ('Kirchenfeld', 0.2665000259876251), ('Wagenhallen', 0.2660083770751953), ('Muehlenberg', 0.2642310559749603), ('statistische_Bezirke', 0.2626988887786865), ('Wodan', 0.260855495929718), ('Kuckenberg', 0.25714781880378723), ('gegabelt', 0.25680604577064514), ('Trasse_verlaeuft', 0.25356525182724), ('Farmsen', 0.2508513629436493)] Habicht 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] haupt- 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Kopf- 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] kopf 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Blume 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Krone 0
HEAD [('USD_Frauen', 0.20862610638141632), ('gesamtdeutscher', 0.19506946206092834), ('Schatzkammer', 0.194645494222641), ('Redewendung', 0.18826036155223846), ('Sonderausgabe', 0.1876383125782013), ('Maerchenbuch', 0.18701092898845673), ('darin_enthaltene', 0.18569417297840118), ('vierter', 0.1847194880247116), ('Goerdeler', 0.18284080922603607), ('Spielsituation', 0.18126180768013)] Schaumkrone 0
