ace [('britisch-amerikanischen', 0.23717176914215088), ('Oland', 0.2329120934009552), ('fiktiven', 0.23180009424686432), ('Entstanden', 0.2246607393026352), ('Joerg_Mantzsch', 0.21548818051815033), ('Administrativ_gehoert', 0.21320520341396332), ('Comic-Reihe', 0.21080315113067627), ('Surreale', 0.210685133934021), ('of_Business', 0.20934410393238068), ('abgedruckte', 0.2089332640171051)] ASS 0
Quintet [('Gatten', 0.25280332565307617), ('Greis', 0.24863581359386444), ('geerbt', 0.24536484479904175), ('Marco_Pantani', 0.24302011728286743), ('Walter_Roehrl', 0.24279235303401947), ('arrangierten', 0.24086105823516846), ('Al_Bano', 0.24069498479366302), ('Porsche_550', 0.2383951097726822), ('Fausto_Coppi', 0.2382347583770752), ('Herren-Doppel', 0.23773115873336792)] Quintett 0
quota [('folgenschwersten', 0.2661333680152893), ('gemeinte', 0.25631651282310486), ('vorgekommen', 0.25168466567993164), ('Scheiterns', 0.23767563700675964), ('20072008', 0.2357286661863327), ('Contra', 0.23487800359725952), ('Bedeutungswandel', 0.2347460389137268), ('Wimpernschlag', 0.2346043884754181), ('200809', 0.2337927222251892), ('schwerste', 0.23164047300815582)] Quote 0
quotient [('Marinefliegergeschwader', 0.21099507808685303), ('Einjaehrig-Freiwilliger', 0.2042885273694992), ('Hoert', 0.20413315296173096), ('Rang_Oberstleutnants', 0.2000071257352829), ('Wilhelm-Raabe-Schule', 0.1992321014404297), ('Cape_Canaveral', 0.19483818113803864), ('US_Naval', 0.19226345419883728), ('Annapolis_Maryland', 0.19034816324710846), ('Bennington', 0.18954920768737793), ('Charles_Messier', 0.18873806297779083)] Quotient 0
radix [('Tortosa', 0.2582041025161743), ('Hos', 0.2351253628730774), ('1375_Landbuch', 0.2342522144317627), ('weisen_Laenge', 0.22882893681526184), ('Perigonblaetter_Laenge', 0.22784563899040222), ('Werd', 0.22612211108207703), ('Augustinusregel', 0.22057725489139557), ('Frauenkonvent', 0.21941235661506653), ('1297', 0.21852847933769226), ('Louviers', 0.2167035937309265)] Basis 0
radix [('Tortosa', 0.2582041025161743), ('Hos', 0.2351253628730774), ('1375_Landbuch', 0.2342522144317627), ('weisen_Laenge', 0.22882893681526184), ('Perigonblaetter_Laenge', 0.22784563899040222), ('Werd', 0.22612211108207703), ('Augustinusregel', 0.22057725489139557), ('Frauenkonvent', 0.21941235661506653), ('1297', 0.21852847933769226), ('Louviers', 0.2167035937309265)] Stammwort 0
Rational [('ZDF-Magazin', 0.23708711564540863), ('recherchierte', 0.22425779700279236), ('Tuning', 0.21552371978759766), ('Arts_Festival', 0.214572012424469), ('Fringe', 0.2116374671459198), ('Reporter', 0.21039682626724243), ('Massenmoerders', 0.20734156668186188), ('spielenden_Szenen', 0.2008819580078125), ('Produktion_Filmes', 0.1999073475599289), ('Premiere_feierte', 0.19729597866535187)] rational 0
Rational [('ZDF-Magazin', 0.23708711564540863), ('recherchierte', 0.22425779700279236), ('Tuning', 0.21552371978759766), ('Arts_Festival', 0.214572012424469), ('Fringe', 0.2116374671459198), ('Reporter', 0.21039682626724243), ('Massenmoerders', 0.20734156668186188), ('spielenden_Szenen', 0.2008819580078125), ('Produktion_Filmes', 0.1999073475599289), ('Premiere_feierte', 0.19729597866535187)] sinnvoll 0
REAL [('WTA', 0.20975373685359955), ('BV', 0.2070387452840805), ('SGW', 0.19742125272750854), ('Hauptniederlassung', 0.19719399511814117), ('Kreisliga', 0.19572004675865173), ('Sued-Ost', 0.19555774331092834), ('SPG', 0.19504809379577637), ('TC_Blau-Weiss', 0.19503037631511688), ('Einfallstrasse', 0.19222846627235413), ('Évry', 0.19170129299163818)] echt 0
REAL [('WTA', 0.20975373685359955), ('BV', 0.2070387452840805), ('SGW', 0.19742125272750854), ('Hauptniederlassung', 0.19719399511814117), ('Kreisliga', 0.19572004675865173), ('Sued-Ost', 0.19555774331092834), ('SPG', 0.19504809379577637), ('TC_Blau-Weiss', 0.19503037631511688), ('Einfallstrasse', 0.19222846627235413), ('Évry', 0.19170129299163818)] real 0
REAL [('WTA', 0.20975373685359955), ('BV', 0.2070387452840805), ('SGW', 0.19742125272750854), ('Hauptniederlassung', 0.19719399511814117), ('Kreisliga', 0.19572004675865173), ('Sued-Ost', 0.19555774331092834), ('SPG', 0.19504809379577637), ('TC_Blau-Weiss', 0.19503037631511688), ('Einfallstrasse', 0.19222846627235413), ('Évry', 0.19170129299163818)] reell 0
REAL [('WTA', 0.20975373685359955), ('BV', 0.2070387452840805), ('SGW', 0.19742125272750854), ('Hauptniederlassung', 0.19719399511814117), ('Kreisliga', 0.19572004675865173), ('Sued-Ost', 0.19555774331092834), ('SPG', 0.19504809379577637), ('TC_Blau-Weiss', 0.19503037631511688), ('Einfallstrasse', 0.19222846627235413), ('Évry', 0.19170129299163818)] typisch 0
REAL [('WTA', 0.20975373685359955), ('BV', 0.2070387452840805), ('SGW', 0.19742125272750854), ('Hauptniederlassung', 0.19719399511814117), ('Kreisliga', 0.19572004675865173), ('Sued-Ost', 0.19555774331092834), ('SPG', 0.19504809379577637), ('TC_Blau-Weiss', 0.19503037631511688), ('Einfallstrasse', 0.19222846627235413), ('Évry', 0.19170129299163818)] wahr 0
REAL [('WTA', 0.20975373685359955), ('BV', 0.2070387452840805), ('SGW', 0.19742125272750854), ('Hauptniederlassung', 0.19719399511814117), ('Kreisliga', 0.19572004675865173), ('Sued-Ost', 0.19555774331092834), ('SPG', 0.19504809379577637), ('TC_Blau-Weiss', 0.19503037631511688), ('Einfallstrasse', 0.19222846627235413), ('Évry', 0.19170129299163818)] wirklich 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] Aufnahme 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] aufzeichnen 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] Aufzeichnung 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] Bestleistung 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] Datensatz 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] eintragen 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] protokollieren 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] Rekord 0
record [('siècle', 0.2595158815383911), ('Schnurre', 0.2554725110530853), ('Monets', 0.2511889934539795), ('Schlitzverschluss', 0.24931736290454865), ('Conversation', 0.24768395721912384), ('Objektivs', 0.24665743112564087), ('mirror', 0.24177080392837524), ('Viol', 0.24120381474494934), ('Blanche', 0.24042049050331116), ('wireless', 0.23963242769241333)] Schallplatte 0
REIS [('Heimatgemeinden', 0.24334439635276794), ('Staffeltag', 0.2397621124982834), ('Wunschkandidat', 0.2325465828180313), ('Landratskandidat', 0.23232880234718323), ('Schwende', 0.23001587390899658), ('Ortsentwicklung', 0.22957412898540497), ('positives_Signal', 0.22903390228748322), ('Jugendprojekte', 0.22902816534042358), ('Glanzlichter', 0.22902090847492218), ('Salmendingen', 0.22825366258621216)] Rais 0
Remainder [('Piva', 0.2620289921760559), ('Loosli', 0.25826719403266907), ('Filbert', 0.25398051738739014), ('Frank_Baumbauer', 0.253462553024292), ('Staatsoper_Stuttgart', 0.2522108256816864), ('Repraesentanten', 0.2514278292655945), ('Lacina', 0.24488355219364166), ('bislang_Nebenfruchtform', 0.24429334700107574), ('Cerutti', 0.24337826669216156), ('Jérôme_Savary', 0.24314576387405396)] rest 0
Remainder [('Piva', 0.2620289921760559), ('Loosli', 0.25826719403266907), ('Filbert', 0.25398051738739014), ('Frank_Baumbauer', 0.253462553024292), ('Staatsoper_Stuttgart', 0.2522108256816864), ('Repraesentanten', 0.2514278292655945), ('Lacina', 0.24488355219364166), ('bislang_Nebenfruchtform', 0.24429334700107574), ('Cerutti', 0.24337826669216156), ('Jérôme_Savary', 0.24314576387405396)] Restposten 0
Root [('Konsulent', 0.24942460656166077), ('japanischer_Abstammung', 0.24301587045192719), ('kanadisch-US-amerikanischer', 0.23946073651313782), ('Selbstaendiger', 0.23798994719982147), ('Politiker_SPOe', 0.23725414276123047), ('kleinwuechsige', 0.236744225025177), ('beigesteuert', 0.2366822063922882), ('IT-Berater', 0.2343353033065796), ('Dt', 0.23428861796855927), ('Stepanek', 0.2334505021572113)] Haarwurzel 0
Root [('Konsulent', 0.24942460656166077), ('japanischer_Abstammung', 0.24301587045192719), ('kanadisch-US-amerikanischer', 0.23946073651313782), ('Selbstaendiger', 0.23798994719982147), ('Politiker_SPOe', 0.23725414276123047), ('kleinwuechsige', 0.236744225025177), ('beigesteuert', 0.2366822063922882), ('IT-Berater', 0.2343353033065796), ('Dt', 0.23428861796855927), ('Stepanek', 0.2334505021572113)] quelle 0
Root [('Konsulent', 0.24942460656166077), ('japanischer_Abstammung', 0.24301587045192719), ('kanadisch-US-amerikanischer', 0.23946073651313782), ('Selbstaendiger', 0.23798994719982147), ('Politiker_SPOe', 0.23725414276123047), ('kleinwuechsige', 0.236744225025177), ('beigesteuert', 0.2366822063922882), ('IT-Berater', 0.2343353033065796), ('Dt', 0.23428861796855927), ('Stepanek', 0.2334505021572113)] quellen 0
ROOTS [('unbenannten_Gruppe', 0.2917790710926056), ('Innungssieger', 0.27746376395225525), ('Porzellanfabriken', 0.276186466217041), ('Neff', 0.27607113122940063), ('Musikalisch_gestaltet', 0.2744482159614563), ('AG_umfirmiert', 0.2739403545856476), ('Steuerberatungsgesellschaft', 0.2720244824886322), ('stellvertretendes_Vorstandsmitglied', 0.27194568514823914), ('GmbH_umgewandelt', 0.27140969038009644), ('Faist', 0.2708645761013031)] ahnen 0
Root [('Konsulent', 0.24942460656166077), ('japanischer_Abstammung', 0.24301587045192719), ('kanadisch-US-amerikanischer', 0.23946073651313782), ('Selbstaendiger', 0.23798994719982147), ('Politiker_SPOe', 0.23725414276123047), ('kleinwuechsige', 0.236744225025177), ('beigesteuert', 0.2366822063922882), ('IT-Berater', 0.2343353033065796), ('Dt', 0.23428861796855927), ('Stepanek', 0.2334505021572113)] Stamm 0
ROOTS [('unbenannten_Gruppe', 0.2917790710926056), ('Innungssieger', 0.27746376395225525), ('Porzellanfabriken', 0.276186466217041), ('Neff', 0.27607113122940063), ('Musikalisch_gestaltet', 0.2744482159614563), ('AG_umfirmiert', 0.2739403545856476), ('Steuerberatungsgesellschaft', 0.2720244824886322), ('stellvertretendes_Vorstandsmitglied', 0.27194568514823914), ('GmbH_umgewandelt', 0.27140969038009644), ('Faist', 0.2708645761013031)] wurzeln 0
Root [('Konsulent', 0.24942460656166077), ('japanischer_Abstammung', 0.24301587045192719), ('kanadisch-US-amerikanischer', 0.23946073651313782), ('Selbstaendiger', 0.23798994719982147), ('Politiker_SPOe', 0.23725414276123047), ('kleinwuechsige', 0.236744225025177), ('beigesteuert', 0.2366822063922882), ('IT-Berater', 0.2343353033065796), ('Dt', 0.23428861796855927), ('Stepanek', 0.2334505021572113)] Wurzel 0
Root [('Konsulent', 0.24942460656166077), ('japanischer_Abstammung', 0.24301587045192719), ('kanadisch-US-amerikanischer', 0.23946073651313782), ('Selbstaendiger', 0.23798994719982147), ('Politiker_SPOe', 0.23725414276123047), ('kleinwuechsige', 0.236744225025177), ('beigesteuert', 0.2366822063922882), ('IT-Berater', 0.2343353033065796), ('Dt', 0.23428861796855927), ('Stepanek', 0.2334505021572113)] wurzeln 0
Root [('Konsulent', 0.24942460656166077), ('japanischer_Abstammung', 0.24301587045192719), ('kanadisch-US-amerikanischer', 0.23946073651313782), ('Selbstaendiger', 0.23798994719982147), ('Politiker_SPOe', 0.23725414276123047), ('kleinwuechsige', 0.236744225025177), ('beigesteuert', 0.2366822063922882), ('IT-Berater', 0.2343353033065796), ('Dt', 0.23428861796855927), ('Stepanek', 0.2334505021572113)] Zahnwurzel 0
SCORE [('Hauptgeschaeftsstelle', 0.21476860344409943), ('Umkreises', 0.21157371997833252), ('Burg_Windeck', 0.21094733476638794), ('Polizeikommissariat', 0.20401042699813843), ('Museumsdorfes', 0.19894708693027496), ('Agrargesellschaft', 0.19752654433250427), ('Breinermoor', 0.19750025868415833), ('verheerenden_Brand', 0.19660061597824097), ('Koeniginnenpyramide', 0.19466471672058105), ('Fleckens', 0.19313296675682068)] erzielen 0
SCORE [('Hauptgeschaeftsstelle', 0.21476860344409943), ('Umkreises', 0.21157371997833252), ('Burg_Windeck', 0.21094733476638794), ('Polizeikommissariat', 0.20401042699813843), ('Museumsdorfes', 0.19894708693027496), ('Agrargesellschaft', 0.19752654433250427), ('Breinermoor', 0.19750025868415833), ('verheerenden_Brand', 0.19660061597824097), ('Koeniginnenpyramide', 0.19466471672058105), ('Fleckens', 0.19313296675682068)] landen 0
SCORE [('Hauptgeschaeftsstelle', 0.21476860344409943), ('Umkreises', 0.21157371997833252), ('Burg_Windeck', 0.21094733476638794), ('Polizeikommissariat', 0.20401042699813843), ('Museumsdorfes', 0.19894708693027496), ('Agrargesellschaft', 0.19752654433250427), ('Breinermoor', 0.19750025868415833), ('verheerenden_Brand', 0.19660061597824097), ('Koeniginnenpyramide', 0.19466471672058105), ('Fleckens', 0.19313296675682068)] Machen 0
SCORE [('Hauptgeschaeftsstelle', 0.21476860344409943), ('Umkreises', 0.21157371997833252), ('Burg_Windeck', 0.21094733476638794), ('Polizeikommissariat', 0.20401042699813843), ('Museumsdorfes', 0.19894708693027496), ('Agrargesellschaft', 0.19752654433250427), ('Breinermoor', 0.19750025868415833), ('verheerenden_Brand', 0.19660061597824097), ('Koeniginnenpyramide', 0.19466471672058105), ('Fleckens', 0.19313296675682068)] Partitur 0
SCORE [('Hauptgeschaeftsstelle', 0.21476860344409943), ('Umkreises', 0.21157371997833252), ('Burg_Windeck', 0.21094733476638794), ('Polizeikommissariat', 0.20401042699813843), ('Museumsdorfes', 0.19894708693027496), ('Agrargesellschaft', 0.19752654433250427), ('Breinermoor', 0.19750025868415833), ('verheerenden_Brand', 0.19660061597824097), ('Koeniginnenpyramide', 0.19466471672058105), ('Fleckens', 0.19313296675682068)] Spielergebnis 0
SCORE [('Hauptgeschaeftsstelle', 0.21476860344409943), ('Umkreises', 0.21157371997833252), ('Burg_Windeck', 0.21094733476638794), ('Polizeikommissariat', 0.20401042699813843), ('Museumsdorfes', 0.19894708693027496), ('Agrargesellschaft', 0.19752654433250427), ('Breinermoor', 0.19750025868415833), ('verheerenden_Brand', 0.19660061597824097), ('Koeniginnenpyramide', 0.19466471672058105), ('Fleckens', 0.19313296675682068)] Spielstand 0
SCORE [('Hauptgeschaeftsstelle', 0.21476860344409943), ('Umkreises', 0.21157371997833252), ('Burg_Windeck', 0.21094733476638794), ('Polizeikommissariat', 0.20401042699813843), ('Museumsdorfes', 0.19894708693027496), ('Agrargesellschaft', 0.19752654433250427), ('Breinermoor', 0.19750025868415833), ('verheerenden_Brand', 0.19660061597824097), ('Koeniginnenpyramide', 0.19466471672058105), ('Fleckens', 0.19313296675682068)] treffen 0
seven [('Scharfenstein', 0.2658599615097046), ('Fotokuenstler', 0.2607792317867279), ('Arnošt', 0.25706493854522705), ('Fedor', 0.25644367933273315), ('figurative', 0.2548293471336365), ('Kinematografie', 0.2516137957572937), ('Ederbergland', 0.25134244561195374), ('beiderseitig', 0.24950705468654633), ('Murata', 0.24885974824428558), ('Krebsbach', 0.24443058669567108)] sieben 0
SEVENTEEN [('Françaises_de', 0.2299312949180603), ('TSG_Backnang', 0.22901609539985657), ('liegend', 0.21762976050376892), ('Deutschen_Kaiserreiches', 0.21532762050628662), ('Napoleonischen', 0.21083471179008484), ('Fr', 0.2070348709821701), ('mittwochs', 0.2064865678548813), ('Winterspielen_2010', 0.2063886821269989), ('Brustbilder', 0.20615877211093903), ('Dressurpruefung_Kl', 0.2045011818408966)] Siebzehn 0
Seventies [('Berufsgolfer', 0.24377866089344025), ('SMF', 0.23065362870693207), ('FIFA-Liste', 0.22505715489387512), ('Vidas', 0.2228829711675644), ('Sueddeutscher', 0.2215113490819931), ('CRO', 0.22037002444267273), ('Osservatorio_Astronomico', 0.21790803968906403), ('Pouilly', 0.21782416105270386), ('technischer', 0.21688158810138702), ('FRA', 0.21619345247745514)] Siebziger 0
seventy [('DSE', 0.24796369671821594), ('Heidenberg', 0.24036894738674164), ('Obereichsfeld', 0.2398260235786438), ('Schmadel', 0.23403029143810272), ('Treuchtlinger', 0.23052605986595154), ('Westthueringen', 0.2299032360315323), ('Steinheil', 0.22886478900909424), ('Eibenstocker', 0.22538363933563232), ('Lutz_D', 0.22414588928222656), ('Schmalen', 0.2238752692937851)] siebzig 0
Sextet [('Kaiserwuerde', 0.27230459451675415), ('Aeltester_Teilnehmer', 0.26146554946899414), ('Steuermann', 0.25114792585372925), ('Gustav-Adolf_Schur', 0.24454648792743683), ('Quentin', 0.24363435804843903), ('Raulf', 0.24200095236301422), ('Walter_Roehrl', 0.24125562608242035), ('Guettler', 0.24124370515346527), ('Kurt_Kuschela', 0.2402902990579605), ('Heinrichs_Loewen', 0.23938538134098053)] Sextett 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Allein 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] alleinstehend 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] alleinstehende 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Alleinstehender 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Einer 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Einheitlich 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Einzel 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] einzeln 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Einzig 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Gemeinsam 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Jungfrau 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Junggeselle 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Ledig 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Single 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Singleauskopplung 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Solo 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] unverheiratet 0
SINGLE [('Griechenland', 0.2597963511943817), ('Malta', 0.23677463829517365), ('Jahresraten', 0.22546328604221344), ('Irland_Portugal', 0.22523818910121918), ('Slowenien', 0.22406169772148132), ('Spanien_Portugal', 0.22047121822834015), ('Euro-Laendern', 0.21785549819469452), ('Portugal', 0.21777644753456116), ('Hilfskredite', 0.21760448813438416), ('mittelalterlichen_Handschriften', 0.21736741065979004)] Vereint 0
SIX [('gelisteten', 0.21371151506900787), ('TecDax_Xetra', 0.21059715747833252), ('SDAX', 0.20916128158569336), ('rangierten', 0.20814445614814758), ('NASDAQ', 0.2068508267402649), ('2641', 0.20272968709468842), ('Fra', 0.19945745170116425), ('542', 0.19845610857009888), ('Private_Banking', 0.19741417467594147), ('Synchronsprecher_lieh', 0.19603043794631958)] Sechs 0
Sixteen [('Fussknoechel', 0.23164236545562744), ('TVS', 0.22739171981811523), ('stuerzte_Maschine', 0.21542933583259583), ('schwarzes', 0.21252712607383728), ('Henry_Maske', 0.21057899296283722), ('Botox', 0.2086000144481659), ('kleine_Nebenrollen', 0.20824562013149261), ('Linx', 0.20714235305786133), ('Verbandsligist', 0.206755131483078), ('TVI', 0.20636874437332153)] sechzehn 0
