ABSENCE [('unnuetzer', 0.32383665442466736), ('lasterhaften', 0.31562933325767517), ('Schreder', 0.3116143047809601), ('Saegewerksbesitzer', 0.3084868788719177), ('unordentlichen', 0.30630046129226685), ('Stappert', 0.3059637248516083), ('Krammel', 0.30497029423713684), ('Thiels', 0.2968589663505554), ('Stanke', 0.2965641915798187), ('Beachtung_schenken', 0.2946451008319855)] Abwesenheit 0
stART [('benutztes', 0.23049087822437286), ('erstinstanzliches_Gericht', 0.2283051759004593), ('Angriffsfall', 0.22664986550807953), ('Blechblasinstrumente', 0.22593297064304352), ('Entwicklungsumgebungen', 0.21513688564300537), ('Selbstverstaendlich', 0.2143974006175995), ('Antreiben', 0.21276146173477173), ('Pop_Best', 0.21255458891391754), ('Grundmaterial', 0.21129776537418365), ('bestehendes', 0.21103762090206146)] beginnen 0
stART [('benutztes', 0.23049087822437286), ('erstinstanzliches_Gericht', 0.2283051759004593), ('Angriffsfall', 0.22664986550807953), ('Blechblasinstrumente', 0.22593297064304352), ('Entwicklungsumgebungen', 0.21513688564300537), ('Selbstverstaendlich', 0.2143974006175995), ('Antreiben', 0.21276146173477173), ('Pop_Best', 0.21255458891391754), ('Grundmaterial', 0.21129776537418365), ('bestehendes', 0.21103762090206146)] Starten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] schritt 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] schritt 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Stufe 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Stufe 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Sprosse 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Sprosse 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] schritt 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] schritt 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] schritt 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] schritt 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] treten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] treten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] treten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] treten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Schreiten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Schreiten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] treten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] treten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Schreiten 0
Step [('Praedikaten', 0.24722561240196228), ('hohen_Kosten', 0.2335587441921234), ('Rethmar', 0.23183126747608185), ('Witzleben', 0.2278660237789154), ('Denef', 0.227249413728714), ('Verger', 0.22468090057373047), ('Spehr', 0.22435538470745087), ('31_Dezember', 0.22372524440288544), ('Erbe_antreten', 0.22328895330429077), ('Filmband_Gold', 0.22318801283836365)] Schreiten 0
Stride [('Olympiamannschaft', 0.2454359084367752), ('Joerg_Mueller', 0.23825831711292267), ('Goethe-Instituts', 0.23730719089508057), ('Rau', 0.23665323853492737), ('Obermayer', 0.23348413407802582), ('beim_Interzonenturnier', 0.23264957964420319), ('Nationalen_Olympischen', 0.23146016895771027), ('Wlassow', 0.23076394200325012), ('Weltradsportverband_UCI', 0.22927862405776978), ('Verkehrsminister_Winfried', 0.22624535858631134)] Schreiten 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Streich 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] schlag 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Hieb 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] schlag 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Schlagmann 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] strich 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] ZUG 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Federstrich 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Schlaganfall 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Hirninfarkt 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Hirnschlag 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] schlag 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] ZUG 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] schlag 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] strich 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] strich 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] schlag 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] HUB 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] schlag 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] streicheln 0
stroke [('Sephiroth', 0.2019781619310379), ('Unitarier', 0.1990460306406021), ('Jun_Maeda', 0.19582489132881165), ('Verdes', 0.19548477232456207), ('Melide', 0.19293467700481415), ('Halo', 0.1883619874715805), ('Jovi', 0.18819540739059448), ('Madonnas', 0.18508420884609222), ('Erzabt', 0.18230582773685455), ('Katipunan', 0.18175821006298065)] Streichen 0
Suggestion [('Marktstellung', 0.2463485151529312), ('uebermenschliche_Kraefte', 0.24412763118743896), ('Ferox', 0.23398242890834808), ('Plan_Tat', 0.2324896901845932), ('Spur_gekommen', 0.2316618263721466), ('Leben_retten', 0.23149099946022034), ('gaukelt', 0.2310560941696167), ('erblinden', 0.23095238208770752), ('gelaeuterten', 0.22996900975704193), ('Serum', 0.22805830836296082)] Suggestion 0
Suggestion [('Marktstellung', 0.2463485151529312), ('uebermenschliche_Kraefte', 0.24412763118743896), ('Ferox', 0.23398242890834808), ('Plan_Tat', 0.2324896901845932), ('Spur_gekommen', 0.2316618263721466), ('Leben_retten', 0.23149099946022034), ('gaukelt', 0.2310560941696167), ('erblinden', 0.23095238208770752), ('gelaeuterten', 0.22996900975704193), ('Serum', 0.22805830836296082)] Vorschlag 0
SUM [('Irenaeus_Eibl-Eibesfeldt', 0.24747896194458008), ('Karasek', 0.24177192151546478), ('Kirchhoffs', 0.23676364123821259), ('Hirche', 0.23455148935317993), ('Oedoen_Horváth', 0.2321789711713791), ('Raoul', 0.23186095058918), ('Zahns', 0.2317359447479248), ('Gerhardts', 0.22942379117012024), ('Schmiermittel', 0.22939811646938324), ('Krausser', 0.22833961248397827)] Summe 0
SUM [('Irenaeus_Eibl-Eibesfeldt', 0.24747896194458008), ('Karasek', 0.24177192151546478), ('Kirchhoffs', 0.23676364123821259), ('Hirche', 0.23455148935317993), ('Oedoen_Horváth', 0.2321789711713791), ('Raoul', 0.23186095058918), ('Zahns', 0.2317359447479248), ('Gerhardts', 0.22942379117012024), ('Schmiermittel', 0.22939811646938324), ('Krausser', 0.22833961248397827)] Summe 0
SUM [('Irenaeus_Eibl-Eibesfeldt', 0.24747896194458008), ('Karasek', 0.24177192151546478), ('Kirchhoffs', 0.23676364123821259), ('Hirche', 0.23455148935317993), ('Oedoen_Horváth', 0.2321789711713791), ('Raoul', 0.23186095058918), ('Zahns', 0.2317359447479248), ('Gerhardts', 0.22942379117012024), ('Schmiermittel', 0.22939811646938324), ('Krausser', 0.22833961248397827)] Summe 0
SUM [('Irenaeus_Eibl-Eibesfeldt', 0.24747896194458008), ('Karasek', 0.24177192151546478), ('Kirchhoffs', 0.23676364123821259), ('Hirche', 0.23455148935317993), ('Oedoen_Horváth', 0.2321789711713791), ('Raoul', 0.23186095058918), ('Zahns', 0.2317359447479248), ('Gerhardts', 0.22942379117012024), ('Schmiermittel', 0.22939811646938324), ('Krausser', 0.22833961248397827)] Summe 0
SUM [('Irenaeus_Eibl-Eibesfeldt', 0.24747896194458008), ('Karasek', 0.24177192151546478), ('Kirchhoffs', 0.23676364123821259), ('Hirche', 0.23455148935317993), ('Oedoen_Horváth', 0.2321789711713791), ('Raoul', 0.23186095058918), ('Zahns', 0.2317359447479248), ('Gerhardts', 0.22942379117012024), ('Schmiermittel', 0.22939811646938324), ('Krausser', 0.22833961248397827)] summieren 0
SUM [('Irenaeus_Eibl-Eibesfeldt', 0.24747896194458008), ('Karasek', 0.24177192151546478), ('Kirchhoffs', 0.23676364123821259), ('Hirche', 0.23455148935317993), ('Oedoen_Horváth', 0.2321789711713791), ('Raoul', 0.23186095058918), ('Zahns', 0.2317359447479248), ('Gerhardts', 0.22942379117012024), ('Schmiermittel', 0.22939811646938324), ('Krausser', 0.22833961248397827)] summieren 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] Angebot 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] versorgen 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] Versorgung 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] Vorrat 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] Vertreten 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] Liefern 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] Liefern 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] bereitstellen 0
SUPPLY [('Banga', 0.2500910460948944), ('Tema', 0.23809301853179932), ('durchschnittliche_Groesse', 0.23697535693645477), ('Željko', 0.2317117154598236), ('Kristol', 0.2241923213005066), ('Galil', 0.22179365158081055), ('Julius_Berger', 0.2198309600353241), ('ausgepraegtes_Interesse', 0.2188064157962799), ('Balli', 0.21664097905158997), ('zusammenschloss', 0.2166055589914322)] Liefern 0
Suspension [('Honoratioren', 0.22907672822475433), ('Heimaturlaub', 0.22678744792938232), ('heimkehrte', 0.21871930360794067), ('Lobkowicz', 0.21793733537197113), ('Privatsekretaers', 0.2167268842458725), ('Maxie', 0.21671323478221893), ('Anlaesslich_Besuchs', 0.21273347735404968), ('Auf_Betreiben', 0.21113085746765137), ('koeniglichen_Prinzen', 0.21046552062034607), ('Durchlaucht', 0.2104015052318573)] Aussetzung 0
Suspension [('Honoratioren', 0.22907672822475433), ('Heimaturlaub', 0.22678744792938232), ('heimkehrte', 0.21871930360794067), ('Lobkowicz', 0.21793733537197113), ('Privatsekretaers', 0.2167268842458725), ('Maxie', 0.21671323478221893), ('Anlaesslich_Besuchs', 0.21273347735404968), ('Auf_Betreiben', 0.21113085746765137), ('koeniglichen_Prinzen', 0.21046552062034607), ('Durchlaucht', 0.2104015052318573)] Suspension 0
Suspension [('Honoratioren', 0.22907672822475433), ('Heimaturlaub', 0.22678744792938232), ('heimkehrte', 0.21871930360794067), ('Lobkowicz', 0.21793733537197113), ('Privatsekretaers', 0.2167268842458725), ('Maxie', 0.21671323478221893), ('Anlaesslich_Besuchs', 0.21273347735404968), ('Auf_Betreiben', 0.21113085746765137), ('koeniglichen_Prinzen', 0.21046552062034607), ('Durchlaucht', 0.2104015052318573)] Federung 0
Suspension [('Honoratioren', 0.22907672822475433), ('Heimaturlaub', 0.22678744792938232), ('heimkehrte', 0.21871930360794067), ('Lobkowicz', 0.21793733537197113), ('Privatsekretaers', 0.2167268842458725), ('Maxie', 0.21671323478221893), ('Anlaesslich_Besuchs', 0.21273347735404968), ('Auf_Betreiben', 0.21113085746765137), ('koeniglichen_Prinzen', 0.21046552062034607), ('Durchlaucht', 0.2104015052318573)] Aussetzung 0
Tail [('salafistischer', 0.24111425876617432), ('dschihadistischen', 0.23630887269973755), ('Abwerfen', 0.22519336640834808), ('Stuetzpunkten', 0.21236592531204224), ('pazifistischen', 0.21131181716918945), ('Bekaempfen', 0.2109771966934204), ('terroristischer', 0.20966532826423645), ('Gotteskrieger', 0.20788060128688812), ('Vergeltung', 0.20744284987449646), ('radikal-islamische', 0.20620806515216827)] Schwanz 0
Tail [('salafistischer', 0.24111425876617432), ('dschihadistischen', 0.23630887269973755), ('Abwerfen', 0.22519336640834808), ('Stuetzpunkten', 0.21236592531204224), ('pazifistischen', 0.21131181716918945), ('Bekaempfen', 0.2109771966934204), ('terroristischer', 0.20966532826423645), ('Gotteskrieger', 0.20788060128688812), ('Vergeltung', 0.20744284987449646), ('radikal-islamische', 0.20620806515216827)] Schweif 0
Tail [('salafistischer', 0.24111425876617432), ('dschihadistischen', 0.23630887269973755), ('Abwerfen', 0.22519336640834808), ('Stuetzpunkten', 0.21236592531204224), ('pazifistischen', 0.21131181716918945), ('Bekaempfen', 0.2109771966934204), ('terroristischer', 0.20966532826423645), ('Gotteskrieger', 0.20788060128688812), ('Vergeltung', 0.20744284987449646), ('radikal-islamische', 0.20620806515216827)] Sterz 0
Tail [('salafistischer', 0.24111425876617432), ('dschihadistischen', 0.23630887269973755), ('Abwerfen', 0.22519336640834808), ('Stuetzpunkten', 0.21236592531204224), ('pazifistischen', 0.21131181716918945), ('Bekaempfen', 0.2109771966934204), ('terroristischer', 0.20966532826423645), ('Gotteskrieger', 0.20788060128688812), ('Vergeltung', 0.20744284987449646), ('radikal-islamische', 0.20620806515216827)] Zagel 0
